,sites,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,SDEV
0,ELPA_SUNN_in,0.899489431,0.916647858,0.90879106,0.889700604,0.868575057,0.849603316,0.833659744,0.820525538,0.809864592,0.801327871,0.794501176,0.788933965,0.784206183,0.779952116,0.775889566,0.771805513,0.76755105,0.76303764,0.758211325,0.753062528,0.747602015,0.74185433,0.735859373,0.729663999,0.057331824
1,ELPA_SUNN_out,0.83475107,0.859510405,0.849878643,0.823905308,0.793525163,0.76493087,0.739986624,0.718791213,0.700990583,0.686054218,0.673346277,0.662232775,0.65217444,0.642761799,0.633702421,0.624790386,0.61587881,0.606862984,0.59767168,0.588262443,0.578617293,0.568738002,0.558641205,0.548354239,0.097468656
2,ATLA_NASH_in,0.889185869,0.909820277,0.905945468,0.890903777,0.874380485,0.85999266,0.84825464,0.838746851,0.831011387,0.824701852,0.819537057,0.815261089,0.811633998,0.80843732,0.80548183,0.802613207,0.799714097,0.796703492,0.793533413,0.790183326,0.786653749,0.782959386,0.779122982,0.775170407,0.041441382
3,ATLA_NASH_out,0.772718649,0.814236705,0.816703308,0.801021903,0.779427628,0.757763112,0.737934637,0.720406721,0.70527086,0.692380169,0.68136849,0.671757551,0.663078013,0.654941029,0.647057682,0.639228755,0.6313258,0.623273431,0.615035421,0.606603176,0.597986078,0.589202789,0.58027466,0.571221235,0.077244328
4,CHIC_ECHI_in,0.887177452,0.905334342,0.900410371,0.883474558,0.867240029,0.854648653,0.844537518,0.835519583,0.82694201,0.818677386,0.810806079,0.803427403,0.796583726,0.790249294,0.784348059,0.778778902,0.773437355,0.768230037,0.763081541,0.757935511,0.752752224,0.747504614,0.742174225,0.736747884,0.05253539
5,CHIC_ECHI_out,0.802376383,0.834141768,0.822029059,0.786863442,0.75450581,0.730666855,0.712504708,0.696639448,0.681250365,0.665715028,0.64996349,0.634078865,0.618124666,0.60210223,0.58596624,0.569656193,0.553123307,0.536344932,0.519326806,0.502096766,0.484693985,0.467157716,0.44951858,0.431793049,0.12217473
6,HOUS_NASH_out,0.874490594,0.895065788,0.886496469,0.865211807,0.8419558,0.821609709,0.805130881,0.792077516,0.781827789,0.773821481,0.767544894,0.762526695,0.758356773,0.754699516,0.75129336,0.747941935,0.744503448,0.74088164,0.737018349,0.732886804,0.728485022,0.723829438,0.718948937,0.713880007,0.055695639
7,ELPA_HOUS_in,0.825743334,0.850820642,0.840751507,0.81416602,0.783176897,0.754078153,0.728712941,0.707161913,0.689073482,0.673914166,0.661032974,0.649778173,0.639599413,0.630084597,0.62094408,0.611975756,0.603034456,0.594013814,0.584838015,0.57545812,0.565849075,0.556006184,0.545941161,0.535678267,0.098779685
8,EASH_ECHI_in,0.803253267,0.835308199,0.823982269,0.790111547,0.758757452,0.735529732,0.717788738,0.702332332,0.687423342,0.672458484,0.657357382,0.642183976,0.626983483,0.611743017,0.596407169,0.580908658,0.565193823,0.549236431,0.533039578,0.51662893,0.500042349,0.483318606,0.466488552,0.449569726,0.117064623
9,EASH_ECHI_out,0.887876165,0.90632906,0.901958432,0.885792913,0.870085762,0.857775446,0.84784904,0.839028645,0.830701185,0.822736304,0.815194979,0.808156075,0.801647062,0.795634419,0.790040383,0.784766103,0.779711553,0.774788407,0.769925907,0.765071693,0.760189156,0.755253548,0.750248074,0.745160727,0.050308745
10,EASH_WASH_in,0.881129943,0.900885226,0.896638374,0.880002978,0.863784959,0.851108606,0.840947461,0.831965556,0.82350817,0.81542515,0.807770711,0.800622461,0.794007955,0.787893262,0.782199696,0.776827223,0.771674649,0.766652855,0.761690638,0.756735496,0.751750817,0.746711986,0.741602231,0.736409513,0.05127347
11,EASH_WASH_out,0.793662933,0.827155331,0.814622881,0.777784527,0.743902711,0.718921927,0.699812992,0.683025616,0.666667309,0.650108662,0.633300085,0.616350504,0.599344591,0.582297017,0.56516828,0.547898264,0.530435211,0.512751978,0.494849491,0.476750874,0.458490744,0.440104129,0.421617228,0.403041895,0.129074098
,,,,,,,,,,,,,,,,,,,,,,,,,AVE,0.079199381